id,date,user,text
1467900564,Mon Apr 06 22:43:31 PDT 2009,annecurtissmith,Jasmine and Bohdi are here for the holidays!! 
1467900594,Mon Apr 06 22:43:34 PDT 2009,fra66le,@pfspleen I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?
1467900864,Mon Apr 06 22:43:37 PDT 2009,_alana,going outside to jump on my trampoine  WOOOT!
1467900904,Mon Apr 06 22:43:38 PDT 2009,claudiachaouka1,@SophieVeronica today was rad. we made it into the finals for cross country YAY. love you sophie &lt;3 (L) ps everythins cool with my mates 
1467900923,Mon Apr 06 22:43:38 PDT 2009,silver_tulip27,"@HuntersMama1985 LOL, I was thinking the same thing "
1467900927,Mon Apr 06 22:43:38 PDT 2009,_LLcoolV_,"@JonathanRKnight Don't feel pressured, none of us EXPECT a reply back, we're just happy to be able to listen to you talk  "
1467900930,Mon Apr 06 22:43:38 PDT 2009,Ps8612,@Suai Oh &quot;Shooter&quot; is a good movie!  Only seen it once tho.  Gotta put that back on my &quot;to watch&quot; list! 
1467900953,Mon Apr 06 22:43:39 PDT 2009,suzi98babe,@DonnieWahlberg I can tell u have spoken. FB &amp; Twitter are on Fire right now!!  Hope ur feelin better love.  have a great night...
1467901016,Mon Apr 06 22:43:40 PDT 2009,vcf2,"@KourtneyKardash i hate morn workouts bc i love to sleep late  ha have fun in mexico! love the show, is the trip gonna air on keeping up?"
1467901088,Mon Apr 06 22:43:41 PDT 2009,yo_its_shannon,"i'm feeling somewhat artistic...time to break out the sketching pad, i feel a new dress design coming "
1467901132,Mon Apr 06 22:43:42 PDT 2009,tzietziej,nodame cantabile is &lt;3. I think I'm falling in love with classical music. 
1467901213,Mon Apr 06 22:43:43 PDT 2009,_bme,@markegli &amp; @kariegli the dinner menu this week is something pasta-y (we have cheese?) and also chicken noodle soup. 
1467901257,Mon Apr 06 22:43:44 PDT 2009,jackiiiexo,"new jersey, here i come "
1467901300,Mon Apr 06 22:43:45 PDT 2009,LogomotiveMike,"@Vonster good point, 2 draw  2 don't  nice quote though. I like that."
1467901351,Mon Apr 06 22:43:46 PDT 2009,analauramusic,"@danielkirkley Lead Me To The Cross is one of my favorites!! Great job, D!!! "
1467901424,Mon Apr 06 22:43:48 PDT 2009,duckyrat,This latest episode of NewNowNext is like full of awesome! 
1467901552,Mon Apr 06 22:43:50 PDT 2009,bjv16,@ PBnJen : Thanks for the great tour and making me even more excited to work in PR!  You Rock and so does S&amp;B-would love to work there!
1467901623,Mon Apr 06 22:43:51 PDT 2009,pinkangel77,@DonnieWahlberg YOU give me joy....and you have for years. You are such an amazing man and we are all lucky to know you. 
1467901707,Mon Apr 06 22:43:52 PDT 2009,weboword,"@tothepc Did you check out http://www.weboword.com We aren't a dictionary, but we are all about Visual Vocabulary!  Come have fun."
1467916714,Mon Apr 06 22:48:00 PDT 2009,LilySparkles,Lamb Chowmein for dinner tonight.... hhhmmm with slightly roasted buttered dinner rolls! YUM YUM YUM... so hungry 
1467916733,Mon Apr 06 22:48:03 PDT 2009,ProducerCody,tweeting from my brand new Sony PSP... just because I CAN!!  
1467916737,Mon Apr 06 22:48:01 PDT 2009,emmie04,@MussoMitchel Hey you should go on tour sometime with your brother! Metro Station is freakin awesome! 
1467916759,Mon Apr 06 22:48:01 PDT 2009,alexisnotfunny,"well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone "
1467916763,Mon Apr 06 22:48:01 PDT 2009,telematica,@juliaroy I've just seen your Flickr and I've fallen in love!!! Just Wonderful!!! Awesome... !!! 
1467916799,Mon Apr 06 22:48:02 PDT 2009,cindyzorz,"juggernaut, dr. doom, magneto, &amp; xavier!  ahahah today was a good day n__n"
1467917110,Mon Apr 06 22:48:07 PDT 2009,brypie,@apleaforaaron i could really eat some cheese  i have a hankering for some austrian smoked cheese. YUM!
1467917280,Mon Apr 06 22:48:10 PDT 2009,TiffKittie,"Denise, I love you. "
1467917502,Mon Apr 06 22:48:14 PDT 2009,thegame87,@pepstein Type it on the blog post and print it 
1467917606,Mon Apr 06 22:48:17 PDT 2009,imtrevonte,@imagejennation @whitrt we found a great Chinese place to hang out at 
1467917662,Mon Apr 06 22:48:16 PDT 2009,tataencu,"@esotericsean heh, thanks for advertising my skills "
1467917672,Mon Apr 06 22:48:17 PDT 2009,feministreview,@aaminahh I'm excited about the books you received too! 
1467917716,Mon Apr 06 22:48:17 PDT 2009,_LLcoolV_,@DonnieWahlberg 8 more days Wahlberg.. .then it's YOU and ME !!    Finally!!!
1467917723,Mon Apr 06 22:48:18 PDT 2009,shiggz,@everyone if im following u. . .its mandatory u follow me 
1467917773,Mon Apr 06 22:48:18 PDT 2009,surinderxx,@codelust the dvd is with me. will bring when we meet next 
1467917878,Mon Apr 06 22:48:20 PDT 2009,sprngboardAnita,@coryBasil Hurry up and be the first person to publish a book of twitters! 
1467917902,Mon Apr 06 22:48:21 PDT 2009,eleonor,@stevonelson  I like that one. I've used it on a project here.
1467917926,Mon Apr 06 22:48:24 PDT 2009,Huongii,playing with my new toys 
1467917956,Mon Apr 06 22:48:22 PDT 2009,Julianna237,A fair goodnight sweet Twitters. Have pleasing dreams and a restful slumber. 
1467918078,Mon Apr 06 22:48:24 PDT 2009,spacetrinity,@KeepinUpWKris omg you are the best mom...your girls are blessed 
1467918095,Mon Apr 06 22:48:26 PDT 2009,mikkamikkz,is watching CSI : NY.  ) Excited for Lighting Workshop. 
1467918096,Mon Apr 06 22:48:24 PDT 2009,Kaylalallama,Fine-tuning part of a song Maddy and I r making.  Sounding good. I feel pro. Not. Hahaha
1467918278,Mon Apr 06 22:48:28 PDT 2009,Mestiza527,@augustineiv Thank you 
1467918345,Mon Apr 06 22:48:29 PDT 2009,Moonflowerchild,"@Steve_Buscemi And the weather in England, at this hour of the morning (6:47 am) is cool, gloomy &amp; crap. YOU have a nice day, mate! "
1467918352,Mon Apr 06 22:48:29 PDT 2009,sierrabuggie,Im going to JAY LENO!!! 
1467918377,Mon Apr 06 22:48:31 PDT 2009,KatsManDEW,"@DonnieWahlberg Yessirrr! Don't give anyone that much power, do what makes you happy...that's why I'll be seeing you in da summah!! "
1467918403,Mon Apr 06 22:48:30 PDT 2009,LookThunder,ADD ME ON MYSPACE!!!  myspace.com/LookThunder
1467918433,Mon Apr 06 22:48:30 PDT 2009,JenniKnight,@JonathanRKnight how does it feel to have thousands of girls anwering ur every twitter? Must be cool 
1467918533,Mon Apr 06 22:48:32 PDT 2009,Anchelspain,"Amazing night in Dallas with my Advanced TV Production class  Happy Birhtday, Sam!!"
1467918699,Mon Apr 06 22:48:35 PDT 2009,Bleakey,@busybeeblogger I hope so too. More movies where we get to see his lil Gilles again hopefully 
1467918715,Mon Apr 06 22:48:35 PDT 2009,SammSpiry,"just gott homeee, sawww the haunting off conetticuttt. haha SCARYYY!  going to florida on thursdayyy! &lt;3"
1467918733,Mon Apr 06 22:48:35 PDT 2009,Killacamie,@surfclubhit hope you had fun 
1467918741,Mon Apr 06 22:48:35 PDT 2009,allietrimm,is home. Hmmm how lovely to be in 85 degree weather. 
1467918874,Mon Apr 06 22:48:38 PDT 2009,shenggai,There's always something good happening in our lives. We just have to open our eyes and take time to realize... 
1467918913,Mon Apr 06 22:48:39 PDT 2009,msROC,@brainstormprick broke ya record and i got 2 witness it  yaaaay!
1467919040,Mon Apr 06 22:48:41 PDT 2009,Jessiesaurusrex,@DerekHousman holler boooooo! haha I founnndddd you 
1467919117,Mon Apr 06 22:48:43 PDT 2009,OzMPSclub,Great to see you following us as well @mazda3rev 
1467919261,Mon Apr 06 22:48:45 PDT 2009,hjmay22,"@ddlovato heydemi  whats up? haha, i just wanted to say i love you music and your a really talented person. love to hear from you &lt;3"
1467919403,Mon Apr 06 22:48:47 PDT 2009,Himanshukoolwal,"Tune Hotels, has opened bookings for brand new rooms in its upcoming new hotels in Kuching. "
1467919449,Mon Apr 06 22:48:48 PDT 2009,jfreem94,"@HeatherSullivan and, by the way, thanks for helping me define that better. "
1467919518,Mon Apr 06 22:48:51 PDT 2009,truantrebellion,"@MrSabur sweet, thank you "
1467919645,Mon Apr 06 22:48:51 PDT 2009,ciairuhh,Yess! Twittering from my phone again! 
1467919722,Mon Apr 06 22:48:53 PDT 2009,amyululani,"@LBheart_Jessica Yes... I'm going to Kenya in August for 10 days w/ Tumaini International, loving on cute AIDS orphans. SO excited! "
1467933536,Mon Apr 06 22:52:48 PDT 2009,josephinechang,"@willkuhn Granular synth tutorial = cute  Oh, and very informative, too."
1467933614,Mon Apr 06 22:52:49 PDT 2009,You_Love_Random,100 followers - that is exciting 
1467933667,Mon Apr 06 22:52:50 PDT 2009,paulsgildea,Trying out the new Riedel glasses 
1467934015,Mon Apr 06 22:52:56 PDT 2009,bebe33,@noarmsjames my lovely man is cooking me dinner and then we're going for a walk 
1467934019,Mon Apr 06 22:52:56 PDT 2009,Magnumatic,I'm getting ready to drink tea.. Emma's gonna eat some Rice meal. 
1467934256,Mon Apr 06 22:53:00 PDT 2009,sarah7246,@DonnieWahlberg you make me smile 
1467934550,Mon Apr 06 22:53:05 PDT 2009,sugarCookie16,@angiekaybee yep i saw him in february and i get to see @dfcook on may 8th. looking forward to seeing him again 
1467934615,Mon Apr 06 22:53:06 PDT 2009,TheRealJessicaS,@youtube  check it out  my page subcribe updating soon http://www.youtube.com/user/KoolKidzBlock
1467934702,Mon Apr 06 22:53:07 PDT 2009,DjDATZ,really hungry...so i grabbed some ice cream from the freeze. 
1467934743,Mon Apr 06 22:53:08 PDT 2009,mariaandros,@rveturis that is very sweet of you to say 
1467934783,Mon Apr 06 22:53:09 PDT 2009,SherylBreuker,@PhoneBoy I can't wait to read that. 
1467934893,Mon Apr 06 22:53:12 PDT 2009,charlief,goodnight everyone 
1467935037,Mon Apr 06 22:53:13 PDT 2009,AbonyAftershock,I loved today 
1467935144,Mon Apr 06 22:53:15 PDT 2009,Sideache,I noticed a lot of Apple product placement tonight  #hhrs
1467935173,Mon Apr 06 22:53:15 PDT 2009,maryamdsesth,class surprised me with a bday cake in Lit class. best bday surprise in a LOOOOOONNNNG while 
1467935297,Mon Apr 06 22:53:17 PDT 2009,dfcook,yeah guys i will totally bring dublin to the party. he would love the company. 
1467935366,Mon Apr 06 22:53:19 PDT 2009,AZ_Kelli,"@azmamakim Now I get to take Ash to and from school   Mornings will be crazy, but my kiddos will love it!"
1467935370,Mon Apr 06 22:53:19 PDT 2009,russki_fro,@benhamin thank you 
1467935382,Mon Apr 06 22:53:19 PDT 2009,JoannaAngel,@hellhousemedia ok thank you for the modivation 
1467935467,Mon Apr 06 22:53:20 PDT 2009,Shabbybebe,"@Bncngoffthwlls Like the ones i have now, but am willing to look at other ones "
1467935506,Mon Apr 06 22:53:21 PDT 2009,ohappleda,@sarahmorrmorr having a marathon now!!!!! 
1467935583,Mon Apr 06 22:53:22 PDT 2009,kemishamonae,is sitting around...wondering what's next!  
1467935664,Mon Apr 06 22:53:24 PDT 2009,ray__J,so sleepy. good times tonight though 
1467935675,Mon Apr 06 22:53:24 PDT 2009,Jana1976,@DonnieWahlberg My kids get up and wish you a good morning  They donï¿½t know what time it is in america 
1467935741,Mon Apr 06 22:53:25 PDT 2009,cMurd0c,@NickityNatNat Color it purple! 
1467935755,Mon Apr 06 22:53:25 PDT 2009,AussieJBlover89,"@Lee_Knight lmao! thanks Lee XD, would u like to join in our craziness as well lolol  ROFL come &amp; join we don't bite.. not hard anyway! ;)"
1467935796,Mon Apr 06 22:53:29 PDT 2009,anna_bass,back in kY!! 
1467935815,Mon Apr 06 22:53:28 PDT 2009,Aly_S,@ddlovato I saw u were on and I just wanted to say hi! U r an amazin person + an inspiration.Thank you so much! I hope I can meet u 1 day 
1467935976,Mon Apr 06 22:53:32 PDT 2009,annabethblue,@ferretfreakx4  I had so much fun tonight!    And I'm totally stealing all your pictures when you upload them.  hehehe
1467935996,Mon Apr 06 22:53:30 PDT 2009,amyg0716,"@ddlovato , i lovee you  check out hermans hermits. old, but classic group  i got like 4 of their songs stuck in my head  reply? &lt;3"
1467936067,Mon Apr 06 22:53:32 PDT 2009,alicelee09,@erin2011 If you have any questions about journalism don't hesitate!   Good luck with everything!
1467936123,Mon Apr 06 22:53:33 PDT 2009,brivonboo,@nicolerichie that was my favorite show/series when i was little! 
1467936177,Mon Apr 06 22:53:34 PDT 2009,bbjuliejules,hi Dianna ...this is so cool ... i just recently started twittering 
1467936248,Mon Apr 06 22:53:35 PDT 2009,tinythoughts,"@briancrouch yeah, you and i are both rockin' bothell. maybe i'll see you at the next event or fred meyer's or something "
1467936464,Mon Apr 06 22:53:38 PDT 2009,JonathanGiles,"@jessewilson I just wasted 2 hours, when all I needed was that null  Thanks heaps - it works perfectly now."
1467936496,Mon Apr 06 22:53:39 PDT 2009,tealshocked,"soon, i'm going to bed "
1467936568,Mon Apr 06 22:53:40 PDT 2009,Ravenged,Wooohhooo the beach was awsome  .. haha i luve ..it The water was soooo cold .. went to seattle to Aqui bech or somethin like that =P
1467936579,Mon Apr 06 22:53:41 PDT 2009,Gracegorham,@wmmarc great interview! Glad to see it 
1467936626,Mon Apr 06 22:53:43 PDT 2009,Cari_Dale,@JonathanRKnight A truly great place to eat is the Canteen in Ottumwa.  Loose meat hamburgers in a tiny cafe.  Everyone's friendly. 
1467936634,Mon Apr 06 22:53:43 PDT 2009,piajimenez,Uploading photos first before leaving 
1467936663,Mon Apr 06 22:53:42 PDT 2009,Debbie_Love,@ddlovato PLEASE FOLLOW ME DEMI!!! 
1467936675,Mon Apr 06 22:53:42 PDT 2009,j_aroche,"Coding on my Hp Mini 1000, I had said I won't this but this keyboard doesn't hurts  "
1467936895,Mon Apr 06 22:53:46 PDT 2009,ilikedietcoke,@ddlovato Pollen and salt - daphne loves derby . = love. i love your little song tweets so i decided to send you on of my own 
1467936920,Mon Apr 06 22:53:47 PDT 2009,onthe222,Finally almost home 
1467936944,Mon Apr 06 22:53:47 PDT 2009,nadimhaque,"@point_moot Odd, I was just listening to the scotch_mist version of &quot;15 Step&quot; when you replied. "
1467936945,Mon Apr 06 22:53:47 PDT 2009,elfotografo24,@shanzer22 i know right 
1467936956,Mon Apr 06 22:53:47 PDT 2009,activedesigns,So far kinda really liking Espresso over Dreamweaver. Handcoding html/css ftw 
1467936975,Mon Apr 06 22:53:51 PDT 2009,RocCityGirl22,"@KnightOwl89 Sounds good,  I wish i could have done it but I'm determined to find them in the park. They better be in there!"
1467937013,Mon Apr 06 22:53:48 PDT 2009,iHustle8o8,aaaaahhhh.... finally done. next stop zippy's. 
1467937015,Mon Apr 06 22:53:49 PDT 2009,NOELAINE,"@WeTheTRAVIS &quot;Don't Speak Liar&quot; is my favorite of your songs, I'm looking forward to hearing it in Orlando  Get well soon!  ((((hugs))))"
1467937123,Mon Apr 06 22:53:50 PDT 2009,mikewheaton,@kylefox No problem. Let me know if you know of anyone who's looking to get into photography and may be interested. 
1467937303,Mon Apr 06 22:53:53 PDT 2009,thespianduckie,Sent an email to one of my undergraduate professors - she replied back saying I made her day 
1467937329,Mon Apr 06 22:53:54 PDT 2009,DeenaWilliams,"@RyanStar  Hey Ryan, just thought I'd say that u put on a great show in Radford Sunday night, &amp; I'm so glad I got to meet you! "
1467937378,Mon Apr 06 22:53:55 PDT 2009,Chocoloka,@spencerordonez although we have lot work to do and cannot wait to start this project 
1467937413,Mon Apr 06 22:53:55 PDT 2009,riclebre,Karaokï¿½ @ Figa on Mondays feels like a Gossip Girl episode! lots of fun. XOXO 
1467937451,Mon Apr 06 22:53:56 PDT 2009,HarryHarley,"@GABBYiSACTiVE mmmmmm coffee please, LOL "
1467951266,Mon Apr 06 22:57:55 PDT 2009,RebeccaLange,And so a down day on the market...happy my stocks held up 
1467951332,Mon Apr 06 22:57:56 PDT 2009,lishy027,im going to danniis party nd im gona dress up as a giant duck  yaay!!
1467951426,Mon Apr 06 22:57:57 PDT 2009,caiteshey,@LisaNoelRuocco oh and i like your new hair too. i think it really suits you. 
1467951428,Mon Apr 06 22:57:57 PDT 2009,kalsop,leave approved! europe here i come  thanks singapore airlines for the cheap flights 
1467951595,Mon Apr 06 22:57:59 PDT 2009,BODaciousSecret,@KittyBuffieKat  I havent but since you turned me on to it..I will  all of them! http://bit.ly/dRsN8
1467951624,Mon Apr 06 22:58:00 PDT 2009,squishymatter,"@tweetshrink Hah, yea, I suppose ;)  And I love the customer service!! "
1467951626,Mon Apr 06 22:58:00 PDT 2009,mjc199,night twittys! i hope to dream of  johnny depp again 
1467951688,Mon Apr 06 22:58:01 PDT 2009,NICOvanREEKUM,@Mgpotter You're cute 
1467951789,Mon Apr 06 22:58:03 PDT 2009,FakerParis,@KingdomGuard @hothobolover I guess we will make him have guest appearance in ours then 
1467951864,Mon Apr 06 22:58:04 PDT 2009,PamsLove,@poptopvw Cool arent they? I love them  Makes life so easy!
1467951978,Mon Apr 06 22:58:05 PDT 2009,SammiieXD,"going to the sunshine coast on Thursday  should be pretty awesome, i can update my tan "
1467951983,Mon Apr 06 22:58:06 PDT 2009,lalusk,@Cookcj I love reading your tweets but it would be nice to see your lovely mug when I read them. Where's your picture? 
1467952016,Mon Apr 06 22:58:06 PDT 2009,daydreamer87,"@ryuuenx no the other guys you mentioned, haha  its cool ive been posting up random stuff for the past hour&amp; been getting a kick out of it"
1467952094,Mon Apr 06 22:58:08 PDT 2009,garyphayes,"@SilkCharm re: #nbn as someone already said, does fiber to the home mean we will all at least be regular now "
1467952206,Mon Apr 06 22:58:09 PDT 2009,kousik,@privarma I hope the Rupee symbol won't look like the &quot;R&quot; they use in Reliance 
1467952237,Mon Apr 06 22:58:10 PDT 2009,Striker2807,@jenniferg07 it is all in good fun we know you don't want to kiss a girl. 
1467952267,Mon Apr 06 22:58:11 PDT 2009,ayumi_rollan,listening to then by Brad Paisley! 
1467952308,Mon Apr 06 22:58:12 PDT 2009,maddi_davidson,@ashleeadams doesn't make you look fat at all man. Good photo. 
1467952343,Mon Apr 06 22:58:12 PDT 2009,timyoung,"@joycekim haha, I have not told him yet. "
1467952374,Mon Apr 06 22:58:13 PDT 2009,keoncam,@heidimontag I think that it's going to be a good season 
1467952433,Mon Apr 06 22:58:14 PDT 2009,LTnumber5,"well in that case, you know what i mean, hahaha i love a good...whatever role you decide to take on. "
1467952477,Mon Apr 06 22:58:14 PDT 2009,Wo0t,@row_13 www.Raideil.com has great hosting. I don't know about domain but you should check them out. 
1467952566,Mon Apr 06 22:58:16 PDT 2009,madistephan,people amaze me 
1467952587,Mon Apr 06 22:58:16 PDT 2009,XXXskyla,hit up my myspace - im goin to sleep tho so peace. www.myspace.com/dxckinyamouth 
1467952869,Mon Apr 06 22:58:21 PDT 2009,JuliaBall,"@hertbeat it is still only 1st coffee of the day for me ! Happy Tuesday, off to see Jeff Dunham and Achmed the dead terrorist tonight ! "
1467952913,Mon Apr 06 22:58:22 PDT 2009,CourtneyCummins,"WOAH! Have never been so stoked, Ive just found out a way to move to London next year instead of in three  Im so happpy."
1467952934,Mon Apr 06 22:58:23 PDT 2009,DrKeokiStarr,Home just in time for Chelsea Lately 
1467952961,Mon Apr 06 22:58:23 PDT 2009,bonann,@jlsbby http://twitpic.com/2y0fo - cutest dog ever  what's his name?
1467952978,Mon Apr 06 22:58:24 PDT 2009,kathyya,"I was watching Pride and Prejudice, one of the  best movies ever, I love this movie! and the book too "
1467952997,Mon Apr 06 22:58:24 PDT 2009,Hollywood_Trey,@arlenecd OH ISH!!! I WAS JUST KIDDING!!! WHERE IN CALI IS THIS @?!?!? 
1467953010,Mon Apr 06 22:58:24 PDT 2009,JaysonBronson,@Starrbby when u move back to jersey its gonna be better 
1467953011,Mon Apr 06 22:58:24 PDT 2009,JacquiMac75,@JonathanRKnight You tweet while I'm doing a newscast or while I'm sleeping...I can't win! I'm glad u had a fantastic show...sleep well 
1467953158,Mon Apr 06 22:58:26 PDT 2009,SierraSaidWhat,talking to william 
1467953247,Mon Apr 06 22:58:28 PDT 2009,kayocean,@heidimontag Great episodes.  Didnt know there would be two!
1467953292,Mon Apr 06 22:58:29 PDT 2009,amythestari,"Trying something new.  New job, new hopes, dreams.... "
1467953350,Mon Apr 06 22:58:30 PDT 2009,micamicamicaca,will eat lunch  http://plurk.com/p/mztfi
1467953497,Mon Apr 06 22:58:33 PDT 2009,MissMillions,"@stonedi Awww, you're so sweet. Thank you for the compliment "
1467953615,Mon Apr 06 22:58:35 PDT 2009,kidooo,of course he makes me feel better 
1467953686,Mon Apr 06 22:58:36 PDT 2009,caseysevenfold,Back from school. NO MORE SCHOOL FOR TWO WEEKS 
1467953838,Mon Apr 06 22:58:39 PDT 2009,katiethewind,Still up. Playin cards with the girls. 
1467953877,Mon Apr 06 22:58:39 PDT 2009,ecowarriorr,@chictopia Let me know what you think- I have a long list of other great designers 
1467953896,Mon Apr 06 22:58:39 PDT 2009,serendipitysam,@araza13 it could have been one of those miniatures 
1467954024,Mon Apr 06 22:58:43 PDT 2009,hjmay22,"@comeagainjen hey x] just wanted to say your awesome, and angilena or however your spell it has nothing on you "
1467954085,Mon Apr 06 22:58:42 PDT 2009,rachelw627,@JonathanRKnight or are you a Mac?  then you could do anything! 
1467954088,Mon Apr 06 22:58:42 PDT 2009,parvathiom,@rashmid congratulations!! tht makes a lot of us very very happy. 
1467954149,Mon Apr 06 22:58:43 PDT 2009,vivalavia,@colorofviolence yay  i'm happy for you guys....now hurry up and spit out the next one 
1467954190,Mon Apr 06 22:58:44 PDT 2009,danieldynasty,Just installed twitterberry on my blackberry bold 
1467954230,Mon Apr 06 22:58:45 PDT 2009,igfun,Working on the new Cricket game for the i-phone...you guys will like it i am sure  http://www.youtube.com/watch?v=771uKX4zhZQ
1467954264,Mon Apr 06 22:58:45 PDT 2009,EricaMelody,...Sweet Dreams!! 
1467954323,Mon Apr 06 22:58:46 PDT 2009,MaryMarello,"Night, Tweeties...see y'all tomorrow!  "
1467954447,Mon Apr 06 22:58:49 PDT 2009,tinawhite75,@dwsmillionthhug I made it in time. Just giving you a hard time 
1467954502,Mon Apr 06 22:58:49 PDT 2009,coriluvnthedon,"@DefyGravity81 damn B, espanol and francais? you are one talented lady "
1467954533,Mon Apr 06 22:58:50 PDT 2009,xo_amanda_xo,"@nicolerichie YES! lol...when you live in canada, anne part of your childhood. I grew up with all the books and tv series "
1467954600,Mon Apr 06 22:58:51 PDT 2009,SimplicityOcc,NOT LONG until our site goes on line  4 more hours to go 
1467954846,Mon Apr 06 22:58:55 PDT 2009,missmm,@dorkas426 i totally took the change of scenery. it was great. 
1467968976,Mon Apr 06 23:02:47 PDT 2009,Neo_drone,@mydesire thanks  next time I shall be better prepared LOL
1467969009,Mon Apr 06 23:02:45 PDT 2009,TCYL,Now we just need to get Yvonne a blackberry and a twitter account 
1467969018,Mon Apr 06 23:02:47 PDT 2009,codesurgeon,"Friend just asked me to be his Best Man. Guess that means a trip to Twin Falls, ID next year  What are the responsibilities of a Best Man?"
1467969229,Mon Apr 06 23:02:49 PDT 2009,lawgirlMiri,@GGGKeri completely agree...Fallout Boy = amazing 
1467969234,Mon Apr 06 23:02:51 PDT 2009,marlonmalit,Dang. Heroes and The Hills amazed me tonight!  off to do more studying!
1467969316,Mon Apr 06 23:02:51 PDT 2009,katieflower,new to this omg 
1467969383,Mon Apr 06 23:02:52 PDT 2009,kiahxkitty,"stage 1 is just about 100% complete. Naw to wait a few days fo stages 2-4 to come, then BAM! Ill have the hottest hair in z world. "
1467969457,Mon Apr 06 23:02:53 PDT 2009,tyngtyng,"received my bday parcel from home! n now i can hav my tang hun, mee sua, udong mee, ligo raisin, ba hu...... "
1467969476,Mon Apr 06 23:02:53 PDT 2009,dezignMusings,"Just published a new post on my blog, 15 Neat Print and Use Freebies http://twurl.nl/w1kpvd  "
1467969583,Mon Apr 06 23:02:54 PDT 2009,jennahmonet,Rye143gg (1:58:00 AM): Lol. Ur really pretty....so pls don't pull a britney &lt;&lt; haha thnx shauna...that made me laugh 
1467969622,Mon Apr 06 23:02:55 PDT 2009,samrawit,I feel so free  watching FRIENDS my favorite show!
1467969638,Mon Apr 06 23:02:55 PDT 2009,vivram,"Whatta mess! We should have won this! Anyways, not bad after all! We won another series abroad. "
1467969683,Mon Apr 06 23:02:56 PDT 2009,Sofii92,TODAY is THE day  Canï¿½t wait to see you Jacqui   Canï¿½t stop singing lady gagaï¿½s poker face. itï¿½s addictive xD. Last day of school today!
1467969733,Mon Apr 06 23:02:57 PDT 2009,caryfergusonjr,Today was so great.  My roommate and I played some soccer and I also got a nice run in on this sunny day  Time for some reading and sleep.
1467969754,Mon Apr 06 23:02:57 PDT 2009,BeatriceCaraway,@feh1325 Next you'll be using glue stick as chapstick 
1467969979,Mon Apr 06 23:03:01 PDT 2009,boswellian,@bonnie_klide  I just think the cab ride through Sofia and the walk to class will be the most interesting part.  
1467970328,Mon Apr 06 23:03:06 PDT 2009,twinksy,@Tammi_LA Miss you! When are you free this week??  Can we do Yuri or something?
1467970551,Mon Apr 06 23:03:10 PDT 2009,madsdeguzman,@briandavidz - I actually want to go to disney. we'll see if i have time 
1467970553,Mon Apr 06 23:03:10 PDT 2009,jazf,"@heidimontag Glad I could do my part! 1/185k worth...If you'd like to help me Conquer Twitter, I'd be grateful @jazf or http://jazf.com "
1467970578,Mon Apr 06 23:03:10 PDT 2009,aparna_s,@contactnaveen this is gr8 news indeed 
1467970616,Mon Apr 06 23:03:13 PDT 2009,leabella,@MaraBG Goodnight I've enjoyed getting to know you too. Twitter you later 
1467970653,Mon Apr 06 23:03:12 PDT 2009,missmelanie430,listening to dashboard &quot;ghost of a good thing&quot; mannn definitely takes me down memory lane  good night kids
1467970691,Mon Apr 06 23:03:12 PDT 2009,kallidice,23 or 24ï¿½C possible today. Nice 
1467970799,Mon Apr 06 23:03:15 PDT 2009,shaketramp,"@nick_carter you are my IDOL, i love you!  you should reply to me.. &lt;3"
1467970886,Mon Apr 06 23:03:16 PDT 2009,emdanyell,Going mimis with thoughts of Shick and Gavin DeGraw songs dancing in my head. 
1467970898,Mon Apr 06 23:03:16 PDT 2009,LeftCoastMama,@Lucky_Kristin  do you need any cookies?  I can get you some.   #girlguidecookies
1467970921,Mon Apr 06 23:03:16 PDT 2009,itsvivianbetchh,heyy loves!! just finished my record in the studio!! going to kick it with lauren c.!!  byee!! &lt;3
1467970969,Mon Apr 06 23:03:17 PDT 2009,mickyyoochun,"@hwaiting oh it's a random game lol im addicted with that, don't be afraid, join and be my pupil "
1467971194,Mon Apr 06 23:03:20 PDT 2009,qcevolution,@PrincessSuperC Hey Cici sweetheart! Just wanted to let u know I luv u! OH! and will the mixtape drop soon? FANTASY RIDE MAY 5TH!!!!  
1467971215,Mon Apr 06 23:03:22 PDT 2009,lexi_m87,I think im in love 
1467971217,Mon Apr 06 23:03:22 PDT 2009,lukewilbanks,"By the way... I never imagined that I'd have 111 followers. Thank you all, even the robots "
1467971573,Mon Apr 06 23:03:27 PDT 2009,ihatecrayons,"@OkieAnnie It's never too late!  Thanks! It was hard, so hard, to concentrate on taking screencaps"
1467971751,Mon Apr 06 23:03:30 PDT 2009,PSiege1,@dsiegel99 now if i could get to san diego the same night i could celebrate it twice lol thanks 
1467971793,Mon Apr 06 23:03:31 PDT 2009,zottarella,Lets Drop ..Ich hatte gerade Kï¿½se auf Toast. Germandoo. Oh the Joy of knowing some words in german  (via twitt.. http://tinyurl.com/dbvlwt
1467971839,Mon Apr 06 23:03:31 PDT 2009,meganphosho,I'm having a conversation with my bro via twitter/fb and he's only in the next room 
1467971867,Mon Apr 06 23:03:32 PDT 2009,Kriss_O,@heidimontag hi  I'm new to twitter 
1467971874,Mon Apr 06 23:03:32 PDT 2009,MarlaDiann,Gratitude is a great multiplier. Giving thanks and appreciating all we have opens doors for us to have more. 
